S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
22,271,S,SC,25,272 - 271,166.22522334461777,4.25,"=IF(H27>15,0)",335.567902,,10.4702540114521,77.7862989809364,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7862989809364 10.4702540114521, 77.7853850182145 10.4719579685479)"
23,270,T,SC,25,271 - 270,220.54970444291823,4.67,"=IF(H28>15,0)",327.718078999999,24°28'39''LT,10.4719579685479,77.7853850182145,GOOD,Available,LT- 2 NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7853850182145 10.4719579685479, 77.7852690126746 10.473737027496)"
24,269,T,DC,25,270 - 269,204.34084650977226,3.1,"=IF(H29>15,0)",323.407776,22°31'37''RT,10.473737027496,77.7852690126746,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7852690126746 10.473737027496, 77.7846449799835 10.4750020243227)"
25,268,T,DC,25,269 - 268,162.82659110733425,2.48,"=IF(H30>15,0)",319.709534,19°15'56''LT,10.4750020243227,77.7846449799835,GOOD,Available,LT- 2 NO,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7846449799835 10.4750020243227, 77.7845549583435 10.4757360275834)"
26,267,T,SC,25,268 - 267,88.84612612593055,2.77,"=IF(H31>15,0)",316.098816,17°1'51''RT,10.4757360275834,77.7845549583435,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7845549583435 10.4757360275834, 77.784107029438 10.4767410177737)"
27,266,T,DC,28,267 - 266,128.58956069399463,3.75,"=IF(H32>15,0)",319.468444999999,30°35'16''LT,10.4767410177737,77.784107029438,GOOD,Available,LT- 2 NO,Dindugal - Oddanchtram Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.784107029438 10.4767410177737, 77.7843439858406 10.4788000322878)"
28,265,T,DC,28,266 - 265,236.39409507515845,4.05,"=IF(H33>15,0)",316.555236999999,56°2'39''LT,10.4788000322878,77.7843439858406,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7843439858406 10.4788000322878, 77.7845910005271 10.4789280239492)"
29,264,T,SC,25,265 - 264,37.54657346980256,2.76,"=IF(H34>15,0)",316.650603999999,89°15'36''RT,10.4789280239492,77.7845910005271,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7845910005271 10.4789280239492, 77.7833789773285 10.481343017891)"
30,263,T,SC,25,264 - 263,305.48726201333056,3.19,"=IF(H35>15,0)",317.328765999999,36°7'39''LT,10.481343017891,77.7833789773285,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7833789773285 10.481343017891, 77.7835160214453 10.4821640253067)"
31,262,T,SC,25,263 - 262,99.11235113901341,3.16,"=IF(H36>15,0)",316.765015,44°2'7''RT,10.4821640253067,77.7835160214453,GOOD,Available,,RAILWAY,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7835160214453 10.4821640253067, 77.7826329879462 10.4834460373967)"
32,261,T,SC,25,262 - 261,178.74856168983484,3.63,"=IF(H37>15,0)",321.660735999999,14°23'19''RT,10.4834460373967,77.7826329879462,GOOD,Available,LT - 2 No,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7826329879462 10.4834460373967, 77.7810369897633 10.4848360083997)"
33,260,S,SC,25,261 - 260,239.90692273568575,4.25,"=IF(H38>15,0)",319.489746,,10.4848360083997,77.7810369897633,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7810369897633 10.4848360083997, 77.7793509699404 10.4863389674574)"
34,259,S,SC,25,260 - 259,255.5888126717391,1.76,"=IF(H39>15,0)",317.557647999999,,10.4863389674574,77.7793509699404,GOOD,Available,"HT, LT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7793509699404 10.4863389674574, 77.7776490245014 10.4877750389277)"
35,258,T,SC,25,259 - 258,252.01983694771934,4.52,"=IF(H40>15,0)",316.90451,4°9'16''RT,10.4877750389277,77.7776490245014,GOOD,Available,LT - 2 No,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7776490245014 10.4877750389277, 77.7763650007545 10.4887080285698)"
36,257,S,SC,25,258 - 257,181.5096064522186,3.88,"=IF(H41>15,0)",311.873382999999,,10.4887080285698,77.7763650007545,GOOD,Available,LT - 2 No,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7763650007545 10.4887080285698, 77.7749979961663 10.4897039663046)"
37,256,T,SC,25,257 - 256,192.96077476142025,2.55,"=IF(H42>15,0)",311.453155999999,1°9'6''RT,10.4897039663046,77.7749979961663,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7749979961663 10.4897039663046, 77.7735169976949 10.4907380416989)"
38,255,S,SC,25,256 - 255,205.56035261330524,4.11,"=IF(H43>15,0)",308.242461999999,,10.4907380416989,77.7735169976949,GOOD,Available,LT. HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7735169976949 10.4907380416989, 77.7716400381177 10.4920469596982)"
39,254,T,SC,25,255 - 254,258.5427647476115,3.74,"=IF(H44>15,0)",305.852691999999,32°56'49''LT,10.4920469596982,77.7716400381177,GOOD,Available,LT,NH,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7716400381177 10.4920469596982, 77.7710070367902 10.4936009645462)"
40,253,T,SC,25,254 - 253,192.46909193264398,3.69,"=IF(H45>15,0)",304.01709,15°12'33''RT,10.4936009645462,77.7710070367902,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7710070367902 10.4936009645462, 77.7699140366166 10.4950320068746)"
41,252,T,SC,25,253 - 252,205.5694238388564,2.44,"=IF(H46>15,0)",302.566925,46°30'12''RT,10.4950320068746,77.7699140366166,GOOD,Available,LT,Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7699140366166 10.4950320068746, 77.7685440145432 10.4951790254563)"
42,251,T,SC,25,252 - 251,157.96566916529753,2.59,"=IF(H47>15,0)",303.435302999999,142°57'60''LT,10.4951790254563,77.7685440145432,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7685440145432 10.4951790254563, 77.7664409950375 10.4939199797809)"
43,250,T,SC,25,251 - 250,276.25974457916766,4.05,"=IF(H48>15,0)",306.653716999999,23°58'44''RT,10.4939199797809,77.7664409950375,GOOD,Available,LT - 3 No,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7664409950375 10.4939199797809, 77.7650790195912 10.491983005777)"
44,249,T,SC,25,250 - 249,268.21449821021804,2.61,"=IF(H49>15,0)",309.630950999999,1°44'53''RT,10.491983005777,77.7650790195912,GOOD,Available,"LT - 2LT, HT",Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7650790195912 10.491983005777, 77.7636599633842 10.4898280184715)"
45,248,T,SC,25,249 - 248,291.7261914861052,3.74,"=IF(H50>15,0)",310.555359,37°4'29''LT,10.4898280184715,77.7636599633842,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7636599633842 10.4898280184715, 77.760747000575 10.4887930210679)"
46,247,T,SC,25,248 - 247,346.0611348793431,2.17,"=IF(H51>15,0)",311.306732,56°16'34''RT,10.4887930210679,77.760747000575,GOOD,Available,HT -2NO,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.760747000575 10.4887930210679, 77.7591950073838 10.4894570354372)"
47,246,S,SC,25,247 - 246,192.23004247354018,3.43,"=IF(H52>15,0)",308.342223999999,,10.4894570354372,77.7591950073838,GOOD,Available,LT -2NO,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7591950073838 10.4894570354372, 77.7573600411415 10.490244012326)"
48,245,S,SC,25,246 - 245,226.08533741658667,2.18,"=IF(H53>15,0)",305.005493,,10.490244012326,77.7573600411415,GOOD,Available,LT -2NO,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7573600411415 10.490244012326, 77.7555249910801 10.4910469986498)"
49,244,S,SC,25,245 - 244,226.80357043542872,5.03,"=IF(H54>15,0)",302.626862,,10.4910469986498,77.7555249910801,GOOD,Available,"LT, HT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7555249910801 10.4910469986498, 77.7536099776625 10.491805979982)"
50,243,T,SC,25,244 - 243,232.98641440783786,3.12,"=IF(H55>15,0)",300.212555,0°46'38''LT,10.491805979982,77.7536099776625,GOOD,Available,LT - 3 No,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7536099776625 10.491805979982, 77.7519210241734 10.4925020132213)"
51,242,S,SC,25,243 - 242,207.42413112024687,4.07,"=IF(H56>15,0)",297.280517999999,,10.4925020132213,77.7519210241734,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7519210241734 10.4925020132213, 77.7500269655138 10.4933090228587)"
52,241,S,SC,25,242 - 241,232.9043513195618,2.81,"=IF(H57>15,0)",296.681090999999,,10.4933090228587,77.7500269655138,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7500269655138 10.4933090228587, 77.7480500098317 10.4941280186176)"
53,240,S,SC,25,241 - 240,241.78123055273912,3.51,"=IF(H58>15,0)",297.315735,,10.4941280186176,77.7480500098317,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7480500098317 10.4941280186176, 77.7465089969336 10.4947320185601)"
54,239,T,SC,25,240 - 239,188.57230069456674,3.64,"=IF(H59>15,0)",294.841552999999,6°30'20''LT,10.4947320185601,77.7465089969336,GOOD,Available,"2HT, LT",Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7465089969336 10.4947320185601, 77.7465089969336 10.4946320185601)"
55,Gantry,T,H-POLE,12,239 - Gantry,32,,,294.841552999999,,10.4946320185601,77.7465089969336,GOOD,NO E/W,,,,ODDANCHATRAM SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7465089969336 10.4946320185601, 77.7460199967026 10.4949910193681)"
56,238,T,SC,25,Gantry - 238,32,5.17,"=IF(H61>15,0)",294.841552999999,9°32'26''RT,10.4949910193681,77.7460199967026,GOOD,NO E/W,,,PLAIN,ODDANCHATRAM SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7460199967026 10.4949910193681, 77.7442400157451 10.4955820273607)"
57,237,T,SC,25,238 - 237,212.6742912475136,3.86,"=IF(H62>15,0)",295.543854,1°52'39''LT,10.4955820273607,77.7442400157451,GOOD,Available,LT - 3 No,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7442400157451 10.4955820273607, 77.7424560114741 10.4962400067597)"
58,236,T,DC,25,237 - 236,215.56313641115335,2.73,"=IF(H63>15,0)",292.210419,1°20'37''RT,10.4962400067597,77.7424560114741,GOOD,Available,LT - 3 No,Street Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7424560114741 10.4962400067597, 77.7404700033366 10.496920030564)"
59,235,S,SC,25,236 - 235,237.21463052742996,2.4,"=IF(H64>15,0)",289.673248,,10.496920030564,77.7404700033366,GOOD,Available, LT - 2No,Street Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7404700033366 10.496920030564, 77.7385200373828 10.4976569674909)"
60,234,S,SC,25,235 - 234,235.65708256098802,3.26,"=IF(H65>15,0)",287.622223,,10.4976569674909,77.7385200373828,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7385200373828 10.4976569674909, 77.7368320059031 10.4982509929686)"
61,233,S,SC,25,234 - 233,203.25967498891225,4.65,"=IF(H66>15,0)",289.753784,,10.4982509929686,77.7368320059031,GOOD,Available,LT,Oddanchatram - Covai NH,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7368320059031 10.4982509929686, 77.7346569858491 10.4990249779075)"
62,232,S,SC,25,233 - 232,260.1987050128419,2.69,"=IF(H67>15,0)",289.967896,,10.4990249779075,77.7346569858491,GOOD,Available,"LT, HT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7346569858491 10.4990249779075, 77.7328070160001 10.4997090250253)"
63,231,T,SC,25,232 - 231,223.33845975166085,4.85,"=IF(H68>15,0)",289.435242,1°55'37''RT,10.4997090250253,77.7328070160001,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7328070160001 10.4997090250253, 77.7310210000723 10.5003019608557)"
64,230,S,SC,25,231 - 230,213.36392052539915,3.65,"=IF(H69>15,0)",290.164702999999,,10.5003019608557,77.7310210000723,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7310210000723 10.5003019608557, 77.7291619777679 10.5009639635682)"
65,229,S,SC,25,230 - 229,223.42797985276403,5.45,"=IF(H70>15,0)",292.32605,,10.5009639635682,77.7291619777679,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7291619777679 10.5009639635682, 77.7269069943577 10.5017970409244)"
66,228,S,SC,25,229 - 228,270.67048988002887,2.69,"=IF(H71>15,0)",290.864105,,10.5017970409244,77.7269069943577,GOOD,Available,LT - 2No,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7269069943577 10.5017970409244, 77.7247159648686 10.5025690142065)"
67,227,S,SC,25,228 - 227,261.77032538587395,2.84,"=IF(H72>15,0)",292.202910999999,,10.5025690142065,77.7247159648686,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7247159648686 10.5025690142065, 77.7225609775632 10.5033279955387)"
68,226,S,SC,25,227 - 226,257.5675168880009,4.05,"=IF(H73>15,0)",301.527435,,10.5033279955387,77.7225609775632,GOOD,Available,,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7225609775632 10.5033279955387, 77.7207319624722 10.5039970390498)"
69,225,T,DC,28,226 - 225,220.6035422650943,2.61,"=IF(H74>15,0)",315.098144999999,4°33'17''RT,10.5039970390498,77.7207319624722,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7207319624722 10.5039970390498, 77.7190379798412 10.504468018189)"
70,224,S,SC,25,225 - 224,199.74681564576224,3.74,"=IF(H75>15,0)",301.030701,,10.504468018189,77.7190379798412,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7190379798412 10.504468018189, 77.7172229625284 10.5049870256334)"
71,223,S,SC,25,224 - 223,213.95401867047943,2.17,"=IF(H76>15,0)",302.113677999999,,10.5049870256334,77.7172229625284,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7172229625284 10.5049870256334, 77.7151800412684 10.5055480264127)"
72,222,S,SC,25,223 - 222,239.2405838760742,3.43,"=IF(H77>15,0)",302.797607,,10.5055480264127,77.7151800412684,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7151800412684 10.5055480264127, 77.7132650278508 10.5060859769582)"
73,221,S,SC,25,222 - 221,225.06037923495796,2.18,"=IF(H78>15,0)",308.610869999999,,10.5060859769582,77.7132650278508,GOOD,Available,LT,Village Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7132650278508 10.5060859769582, 77.7116309758275 10.506547987461)"
74,220,S,SC,25,221 - 220,193.15759074967053,5.03,"=IF(H79>15,0)",309.743316999999,,10.506547987461,77.7116309758275,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7116309758275 10.506547987461, 77.7092309854924 10.5071720201522)"
75,219,S,SC,25,220 - 219,278.81903450333857,3.12,"=IF(H80>15,0)",306.528473,,10.5071720201522,77.7092309854924,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7092309854924 10.5071720201522, 77.7071879804134 10.5077340267598)"
76,218,T,SC,25,219 - 218,239.27621280432498,4.07,"=IF(H81>15,0)",309.22998,10°0'31''RT,10.5077340267598,77.7071879804134,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7071879804134 10.5077340267598, 77.7048599906265 10.5079529620707)"
77,217,T,SC,25,218 - 217,263.1566446919297,3.65,"=IF(H82>15,0)",314.444549999999,22°24'38''LT,10.5079529620707,77.7048599906265,GOOD,Available,"LT - 3 No, HT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7048599906265 10.5079529620707, 77.7030889783054 10.5088860355317)"
78,216,T,SC,25,217 - 216,226.77475542332957,3.81,"=IF(H83>15,0)",318.77832,12°41'13''RT,10.5088860355317,77.7030889783054,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7030889783054 10.5088860355317, 77.7012690156698 10.5093769636005)"
79,215,S,SC,25,216 - 215,213.630117492531,4.03,"=IF(H84>15,0)",318.906769,,10.5093769636005,77.7012690156698,GOOD,Available,LT -2NO,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7012690156698 10.5093769636005, 77.6991570275276 10.5099669657647)"
80,214,S,SC,25,215 - 214,247.38528462084858,4.1,"=IF(H85>15,0)",319.233765,,10.5099669657647,77.6991570275276,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6991570275276 10.5099669657647, 77.6971290260553 10.5105469934642)"
81,213,T,SC,25,214 - 213,238.23523277838882,2.65,"=IF(H86>15,0)",316.850952,0°59'50''RT,10.5105469934642,77.6971290260553,GOOD,Available,LT -2NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6971290260553 10.5105469934642, 77.6951310317963 10.5110810045152)"
82,212,S,SC,25,213 - 212,233.6975682573965,2.33,"=IF(H87>15,0)",315.148650999999,,10.5110810045152,77.6951310317963,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6951310317963 10.5110810045152, 77.6929669920355 10.5117020197212)"
83,211,S,SC,25,212 - 211,253.80884465702312,4.07,"=IF(H88>15,0)",319.357056,,10.5117020197212,77.6929669920355,GOOD,Available,,Mud road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6929669920355 10.5117020197212, 77.6909160241484 10.5122579913586)"
